sensor,sequence,timestamp_s
imu,59,0.59215457
imu,60,0.60044585
imu,61,0.61035257
imu,62,0.61985206
imu,63,0.62997251
imu,64,0.64193139
imu,65,0.64903339
imu,66,0.65851131
imu,67,0.66911106
imu,68,0.67931547
imu,69,0.69013198
imu,70,0.70059967
imu,71,0.71020915
imu,72,0.71993422
imu,73,0.73007935
imu,74,0.74023811
imu,75,0.74946361
imu,76,0.75947758
imu,77,0.76864276
imu,78,0.78039752
imu,79,0.79007500
imu,80,0.80087353
imu,81,0.81089087
imu,82,0.82034690
imu,83,0.82981239
imu,84,0.83992564
imu,85,0.84867078
imu,86,0.86011825
imu,87,0.86945641
imu,88,0.87966612
imu,89,0.88894889
imu,90,0.89977979
imu,91,0.91015568
imu,92,0.91965125
imu,93,0.93113139
imu,94,0.94009079
imu,95,0.94979169
imu,96,0.95989104
imu,97,0.97033030
imu,98,0.97974416
imu,99,0.99075344
imu,100,1.00043882
imu,101,1.00904968
imu,102,1.01981847
imu,103,1.03009088
imu,104,1.03948013
imu,105,1.04970407
imu,106,1.06001076
imu,107,1.06996899
imu,108,1.07812208
imu,109,1.09022297
imu,110,1.09912180
imu,111,1.10963485
imu,112,1.12086150
imu,113,1.13146259
imu,114,1.14020216
imu,115,1.14785271
imu,116,1.16070187
imu,117,1.16978217
imu,118,1.17891427
imu,119,1.18969868
imu,120,1.19979469
imu,121,1.21044386
imu,122,1.21925454
imu,123,1.22947036
imu,124,1.23915315
imu,125,1.25016390
imu,126,1.25981469
imu,127,1.26956718
imu,128,1.28045851
imu,129,1.28991001
imu,130,1.30088414
imu,131,1.31010845
imu,132,1.32017639
imu,133,1.33094577
imu,134,1.34029468
imu,135,1.34936583
imu,136,1.35882807
imu,137,1.36999014
imu,138,1.38146596
imu,139,1.38926075
imu,140,1.39994604
imu,141,1.41023708
imu,142,1.42043261
imu,143,1.43002821
imu,144,1.43997102
imu,145,1.44993810
imu,146,1.46002749
imu,147,1.47070213
imu,148,1.48101049
imu,149,1.48945212
imu,150,1.49927962
imu,151,1.51002949
imu,152,1.51939168
imu,153,1.52982784
imu,154,1.54097381
imu,155,1.54937950
imu,156,1.55979873
imu,157,1.56945858
imu,158,1.58042506
imu,159,1.58968485
imu,160,1.59973107
imu,161,1.61067445
imu,162,1.61959267
imu,163,1.63040661
imu,164,1.63998820
imu,165,1.64939910
imu,166,1.66091257
imu,167,1.67096273
imu,168,1.67881444
imu,169,1.69156611
imu,170,1.70076730
imu,171,1.70986494
imu,172,1.72021437
imu,173,1.72905125
imu,174,1.74001300
imu,175,1.75036378
imu,176,1.76028212
imu,177,1.77036604
imu,178,1.78049325
imu,179,1.78983692
imu,180,1.80062076
imu,181,1.80934739
imu,182,1.82049766
imu,183,1.83036970
imu,184,1.84050486
imu,185,1.84989299
imu,186,1.86098846
imu,187,1.87090625
imu,188,1.87995201
imu,189,1.88952041
imu,190,1.90037476
imu,191,1.91083090
imu,192,1.91910285
imu,193,1.92942079
imu,194,1.93880686
imu,195,1.94902287
imu,196,1.96016955
imu,198,1.98024091
imu,199,1.98880884
imu,200,2.00009142
imu,201,2.01025539
imu,202,2.01946909
imu,203,2.02970630
imu,204,2.04001346
imu,205,2.04981401
imu,206,2.06020755
imu,207,2.07004947
imu,208,2.07941542
imu,209,2.08919293
imu,210,2.10065950
imu,211,2.10869096
imu,212,2.12023247
imu,213,2.13075925
imu,214,2.13918248
imu,215,2.15048069
imu,216,2.16150273
imu,217,2.16987307
imu,218,2.18057409
imu,219,2.18998112
imu,220,2.19929820
imu,221,2.21005002
imu,222,2.22052774
imu,223,2.23134216
imu,224,2.23970635
imu,225,2.24974614
imu,226,2.26075522
imu,227,2.27045454
imu,228,2.27940114
imu,229,2.29026198
imu,230,2.30013088
imu,231,2.31127458
imu,232,2.31996770
imu,233,2.33013596
imu,234,2.33892974
imu,235,2.34989428
imu,236,2.35953965
imu,237,2.36935987
imu,238,2.37966502
imu,239,2.39033160
imu,240,2.40104604
imu,241,2.41120335
imu,242,2.42138667
imu,243,2.43045427
imu,244,2.43929649
imu,245,2.44981335
imu,246,2.45946067
imu,247,2.47036849
imu,248,2.48038308
imu,249,2.49001814
imu,250,2.49983074
imu,251,2.50939548
imu,252,2.52048067
imu,253,2.52985063
imu,254,2.54070490
imu,255,2.55028719
imu,256,2.56090352
imu,257,2.57060276
imu,258,2.58040920
imu,259,2.58917288
imu,260,2.59932828
imu,261,2.60942595
imu,262,2.62035970
imu,263,2.62924902
imu,264,2.64053473
imu,265,2.64978701
imu,266,2.66101387
imu,267,2.66969198
imu,268,2.67956221
imu,269,2.68993659
imu,270,2.69900478
imu,271,2.71005523
imu,272,2.71914994
imu,273,2.73095999
imu,274,2.74004267
imu,275,2.75142188
imu,276,2.75948480
imu,277,2.76994494
imu,278,2.78015436
imu,279,2.78987735
imu,280,2.80105378
imu,281,2.80995166
imu,282,2.81993425
imu,283,2.83015274
imu,284,2.83950632
imu,285,2.85009987
imu,286,2.86075782
imu,287,2.87130856
imu,288,2.87896915
imu,289,2.89029908
imu,290,2.90034185
imu,291,2.90859719
imu,292,2.91996500
imu,293,2.92896271
imu,294,2.93942699
imu,295,2.94979781
imu,296,2.96037812
imu,297,2.96955803
imu,298,2.97998208
imu,299,2.99079733
imu,300,3.00082423
imu,301,3.00981038
imu,302,3.02010383
imu,303,3.02910761
imu,304,3.03921886
imu,305,3.05065485
imu,306,3.06002573
imu,307,3.07057115
imu,308,3.07874865
imu,309,3.08931785
imu,310,3.10117356
imu,311,3.11016279
imu,312,3.11921306
imu,313,3.13090913
imu,314,3.13876256
imu,315,3.14920871
imu,316,3.16012689
imu,317,3.17003277
imu,318,3.18024253
imu,319,3.18919549
imu,320,3.19952563
imu,321,3.20977568
imu,322,3.22141569
imu,323,3.22887460
imu,324,3.24120844
imu,325,3.24970779
imu,326,3.25936813
imu,327,3.26930471
imu,328,3.28001487
imu,329,3.29102324
imu,330,3.29942706
imu,331,3.30936645
imu,332,3.32042292
imu,333,3.33095710
imu,334,3.34006708
imu,335,3.34973813
imu,336,3.35948643
imu,337,3.36890452
imu,338,3.37959958
imu,339,3.38908421
imu,340,3.39939688
imu,341,3.40954984
imu,342,3.42012266
imu,343,3.42965069
imu,344,3.43891653
imu,345,3.44981535
imu,346,3.45923261
imu,347,3.47039688
imu,348,3.47897765
imu,349,3.48963444
imu,350,3.49899310
imu,351,3.51121770
imu,352,3.51905908
imu,353,3.52949187
imu,354,3.53986570
imu,355,3.54968680
imu,356,3.55982155
imu,357,3.57050082
imu,358,3.57915196
imu,359,3.58951547
imu,360,3.59876650
imu,361,3.61022319
imu,362,3.61925220
imu,363,3.63060505
imu,364,3.63918861
imu,365,3.65122968
imu,366,3.65955386
imu,367,3.66874582
imu,368,3.67927595
imu,369,3.68876091
imu,370,3.69850873
imu,371,3.70902650
imu,372,3.72105372
imu,373,3.72911342
imu,374,3.73916376
imu,375,3.75016834
imu,376,3.75855237
imu,377,3.77063326
imu,378,3.77907166
imu,379,3.79042383
imu,380,3.80077779
imu,381,3.81047620
imu,382,3.82017328
imu,383,3.82892588
imu,384,3.83977387
imu,385,3.85030187
imu,386,3.85884494
imu,387,3.87082533
imu,388,3.87939712
imu,389,3.88994190
imu,390,3.90023651
imu,391,3.91072382
imu,392,3.92177270
imu,393,3.93073568
imu,395,3.94961096
imu,396,3.95892759
imu,397,3.96857451
imu,398,3.98030372
imu,399,3.98837113
imu,400,3.99873455
imu,401,4.01024433
imu,402,4.01995131
imu,403,4.03007617
imu,404,4.03921032
imu,405,4.05089825
imu,406,4.06139941
imu,407,4.07002778
imu,408,4.07997599
imu,409,4.08930053
imu,410,4.10044898
imu,411,4.11002060
imu,412,4.12089185
imu,413,4.12950177
imu,414,4.14019872
imu,415,4.14927541
imu,416,4.16005778
imu,417,4.17043105
imu,418,4.18138107
imu,419,4.19119575
imu,420,4.19924918
imu,421,4.21087164
imu,422,4.21947136
imu,423,4.22963542
imu,424,4.24096203
imu,425,4.25092241
imu,426,4.25946243
imu,427,4.27099930
imu,428,4.27992153
imu,429,4.28964542
imu,430,4.29937551
imu,431,4.31121282
imu,432,4.32053983
imu,433,4.32949878
imu,434,4.34080931
imu,435,4.34930350
imu,436,4.36090870
imu,437,4.37056764
imu,438,4.37999060
imu,439,4.38898464
imu,440,4.40043685
imu,441,4.41073859
imu,442,4.42115249
imu,443,4.43020289
imu,444,4.44184726
imu,445,4.45089765
imu,446,4.46004469
imu,447,4.47118025
imu,448,4.48002053
imu,449,4.48943958
imu,450,4.49984706
imu,451,4.51097098
imu,452,4.51977618
imu,453,4.53050605
imu,454,4.53988888
imu,455,4.54926119
imu,456,4.55947714
imu,457,4.57000471
imu,458,4.58079473
imu,459,4.58955024
imu,460,4.59908852
imu,461,4.60943022
imu,462,4.62055055
imu,463,4.62938297
imu,464,4.64141222
imu,465,4.64962666
imu,466,4.66042064
imu,467,4.67043407
imu,468,4.67952993
imu,469,4.68845737
imu,470,4.70092033
imu,471,4.71026685
imu,472,4.72106017
imu,473,4.72881417
imu,474,4.74026221
imu,475,4.75177140
imu,476,4.75972764
imu,477,4.77004799
imu,478,4.78068486
imu,479,4.79063863
imu,480,4.79937314
imu,481,4.81033191
imu,482,4.82150752
imu,483,4.83047344
imu,484,4.84000392
imu,485,4.85061910
imu,486,4.86029118
imu,487,4.86926654
imu,488,4.88052618
imu,489,4.88856684
imu,490,4.89869932
imu,491,4.91021552
imu,492,4.92080382
imu,493,4.93081190
imu,494,4.93975527
imu,495,4.95041800
imu,496,4.96113187
imu,497,4.97117630
imu,498,4.98062750
imu,499,4.98916792
imu,500,5.00048308
imu,501,5.01059876
imu,502,5.02007064
imu,503,5.02933852
imu,504,5.03966141
imu,505,5.04936782
imu,506,5.06023445
imu,507,5.06822045
imu,508,5.08144125
imu,509,5.09106071
imu,510,5.10052573
imu,511,5.10943685
imu,512,5.11966064
imu,513,5.13081790
imu,514,5.13883255
imu,515,5.14932511
imu,516,5.15832304
imu,517,5.17014594
imu,518,5.17897345
imu,519,5.18905936
imu,520,5.19939790
imu,521,5.21047837
imu,522,5.22113180
imu,523,5.23017190
imu,524,5.23942101
imu,525,5.25092994
imu,526,5.26010525
imu,527,5.26910794
imu,528,5.28079584
imu,529,5.28934378
imu,530,5.29971939
imu,531,5.31059607
imu,532,5.32092416
imu,533,5.32988755
imu,534,5.34119537
imu,535,5.35091312
imu,536,5.35891547
imu,537,5.36991000
imu,538,5.37916339
imu,539,5.38991203
imu,540,5.40148011
imu,541,5.40843762
imu,542,5.42009739
imu,543,5.42915795
imu,544,5.43937704
imu,545,5.45013444
imu,546,5.45963823
imu,547,5.46739950
imu,548,5.47931662
imu,549,5.49009363
imu,550,5.49888675
imu,551,5.51084219
imu,552,5.52168348
imu,553,5.53025327
imu,554,5.53989896
imu,555,5.54983209
imu,556,5.56002259
imu,557,5.56970473
imu,558,5.57986947
imu,559,5.59071737
imu,560,5.60112929
imu,561,5.61010355
imu,562,5.61948025
imu,563,5.62894705
imu,564,5.64030484
imu,565,5.65065424
imu,566,5.65862527
imu,567,5.67094157
imu,568,5.67968507
imu,569,5.68941334
imu,570,5.69954005
imu,571,5.70864611
imu,572,5.72027816
imu,573,5.72956430
imu,574,5.74032877
imu,575,5.74890403
imu,576,5.76005408
imu,577,5.77017099
imu,578,5.78031275
imu,579,5.79161425
imu,580,5.79974004
imu,581,5.80979490
imu,582,5.81967516
imu,583,5.83021878
imu,584,5.84048892
imu,585,5.84976653
imu,586,5.86130313
imu,587,5.87149847
imu,588,5.88008270
imu,589,5.89061871
imu,590,5.89995111
imu,592,5.92081107
imu,593,5.92982852
imu,594,5.93921326
imu,595,5.94925644
imu,596,5.95993369
imu,597,5.97083862
imu,598,5.97930347
imu,599,5.99023943
imu,600,5.99948592
imu,601,6.00925642
imu,602,6.02033201
imu,603,6.02811620
imu,604,6.03933125
imu,605,6.04858379
imu,606,6.06023036
imu,607,6.07216192
imu,608,6.08019567
imu,609,6.08986319
imu,610,6.10082044
imu,611,6.11067111
imu,612,6.12121008
imu,613,6.12922032
imu,614,6.14012426
imu,615,6.15061793
imu,616,6.16027473
imu,617,6.16938491
imu,618,6.18052809
imu,619,6.19076581
imu,620,6.20013257
imu,621,6.20978730
imu,622,6.21938627
imu,623,6.23007932
imu,624,6.24009702
imu,625,6.24880029
imu,626,6.25994398
imu,627,6.26976782
imu,628,6.28038518
imu,629,6.29056293
imu,630,6.30126563
imu,631,6.30997526
imu,632,6.32020510
imu,633,6.32911926
imu,634,6.33916442
imu,635,6.35103220
imu,636,6.36051176
imu,637,6.37185245
imu,638,6.37927376
imu,639,6.38954989
imu,640,6.39993008
imu,641,6.41065844
imu,642,6.41934521
imu,643,6.42908530
imu,644,6.43973112
imu,645,6.45032929
imu,646,6.45980191
imu,647,6.46996274
imu,648,6.48018981
imu,649,6.49117650
imu,650,6.50133626
imu,651,6.50937354
imu,652,6.51996485
imu,653,6.52895902
imu,654,6.53997901
imu,655,6.54973991
imu,656,6.55969334
imu,657,6.56818601
imu,658,6.58022952
imu,659,6.59078164
imu,660,6.60124454
imu,661,6.61042495
imu,662,6.61993649
imu,663,6.63080341
imu,664,6.64078685
imu,665,6.65017771
imu,666,6.65960643
imu,667,6.66989150
imu,668,6.68062103
imu,669,6.69080364
imu,670,6.69911876
imu,671,6.70953314
imu,672,6.72076244
imu,673,6.72980313
imu,674,6.73993252
imu,675,6.74922342
imu,676,6.75992712
imu,677,6.77021284
imu,678,6.77961297
imu,679,6.79056331
imu,680,6.80038036
imu,681,6.80955079
imu,682,6.82107890
imu,683,6.82956342
imu,684,6.83932164
imu,685,6.84964033
imu,686,6.86289813
imu,687,6.87160233
imu,688,6.87945343
imu,689,6.89074057
imu,690,6.90049457
imu,691,6.90968178
imu,692,6.92013491
imu,693,6.92972107
imu,694,6.93969556
imu,695,6.95005102
imu,696,6.95943558
imu,697,6.96977479
imu,698,6.98051792
imu,699,6.98982503
imu,700,6.99889028
imu,701,7.01032427
imu,702,7.01968084
imu,703,7.03037495
imu,704,7.03877447
imu,705,7.04975367
imu,706,7.06126912
imu,707,7.07142273
imu,708,7.07959415
imu,709,7.09052644
imu,710,7.10054425
imu,711,7.11013709
imu,712,7.12030871
imu,713,7.13099546
imu,714,7.13924635
imu,715,7.15021696
imu,716,7.16083658
imu,717,7.17010871
imu,718,7.17987554
imu,719,7.18827068
imu,720,7.19930991
imu,721,7.20868842
imu,722,7.21935541
imu,723,7.22958653
imu,724,7.24015436
imu,725,7.25023776
imu,726,7.26097468
imu,727,7.26911593
imu,728,7.28005958
imu,729,7.29098019
imu,730,7.30116549
imu,731,7.30965431
imu,732,7.31980450
imu,733,7.33073784
imu,734,7.33949163
imu,735,7.35022230
imu,736,7.36053820
imu,737,7.37081212
imu,738,7.37954775
imu,739,7.39031702
imu,740,7.39865452
imu,741,7.40946801
imu,742,7.41949350
imu,743,7.43031091
imu,744,7.44013726
imu,745,7.44855180
imu,746,7.45964781
imu,747,7.46978188
imu,748,7.47946959
imu,749,7.48999273
imu,750,7.49838812
imu,751,7.50936422
imu,752,7.52021087
imu,753,7.53000356
imu,754,7.54061287
imu,755,7.54999254
imu,756,7.56025893
imu,757,7.56988275
imu,758,7.57973499
imu,759,7.59017918
imu,760,7.59949152
imu,761,7.61041142
imu,762,7.62054881
imu,763,7.62978594
imu,764,7.63944463
imu,765,7.64904020
imu,766,7.66023382
imu,767,7.66876079
imu,768,7.67981021
imu,769,7.68953794
imu,770,7.69968222
imu,771,7.70960344
imu,772,7.72052651
imu,773,7.72947562
imu,774,7.74103735
imu,775,7.74937037
imu,776,7.76031401
imu,777,7.77000247
imu,778,7.78012323
imu,779,7.79006651
imu,780,7.80073853
imu,781,7.81003777
imu,782,7.81983912
imu,783,7.83108316
imu,784,7.83933068
imu,785,7.85036345
imu,786,7.86146458
imu,787,7.86885266
imu,789,7.88926754
imu,790,7.89976289
imu,791,7.90849710
imu,792,7.92104899
imu,793,7.93037759
imu,794,7.94005983
imu,795,7.94951583
imu,796,7.95954239
imu,797,7.96963118
imu,798,7.98005198
imu,799,7.99019072
imu,800,7.99920975
imu,801,8.01043097
imu,802,8.01970033
imu,803,8.03101197
imu,804,8.04121493
imu,805,8.04876574
imu,806,8.06045893
imu,807,8.07012725
imu,808,8.08033154
imu,809,8.09038863
imu,810,8.10035215
imu,811,8.11036848
imu,812,8.12071906
imu,813,8.13040173
imu,814,8.14015224
imu,815,8.14992234
imu,816,8.15940147
imu,817,8.16770072
imu,818,8.18148180
imu,819,8.19005889
imu,820,8.20095540
imu,821,8.20834172
imu,822,8.22167760
imu,823,8.22901993
imu,824,8.23990152
imu,825,8.25088510
imu,826,8.25948057
imu,827,8.27030885
imu,828,8.27993782
imu,829,8.29068142
imu,830,8.30021421
imu,831,8.30940780
imu,832,8.31882230
imu,833,8.32997685
imu,834,8.33908958
imu,835,8.35078671
imu,836,8.36105253
imu,837,8.37022974
imu,838,8.38030292
imu,839,8.39018210
imu,840,8.39979044
imu,841,8.41038868
imu,842,8.41937395
imu,843,8.42951026
imu,844,8.43972456
imu,845,8.45123400
imu,846,8.46007833
imu,847,8.47039409
imu,848,8.48066717
imu,849,8.48877281
imu,850,8.49963531
imu,851,8.50989208
imu,852,8.52102633
imu,853,8.53002078
imu,854,8.53897473
imu,855,8.55031980
imu,856,8.56093677
imu,857,8.56956348
imu,858,8.57976224
imu,859,8.59093092
imu,860,8.60088152
imu,861,8.61030775
imu,862,8.61980765
imu,863,8.63032481
imu,864,8.64046352
imu,865,8.65020389
imu,866,8.66006451
imu,867,8.67024575
imu,868,8.67950031
imu,869,8.69080178
imu,870,8.70008398
imu,871,8.71063081
imu,872,8.71942349
imu,873,8.72954331
imu,874,8.74028407
imu,875,8.74903982
imu,876,8.76077839
imu,877,8.76880362
imu,878,8.77981788
imu,879,8.78955313
imu,880,8.80028095
imu,881,8.80950269
imu,882,8.81973338
imu,883,8.83142310
imu,884,8.83981631
imu,885,8.84955188
imu,886,8.86000144
imu,887,8.86847731
imu,888,8.87949538
imu,889,8.88959528
imu,890,8.90099466
imu,891,8.91084035
imu,892,8.92060425
imu,893,8.92847613
imu,894,8.93968179
imu,895,8.94989582
imu,896,8.95990230
imu,897,8.96990659
imu,898,8.97960884
imu,899,8.98890083
imu,900,8.99917520
imu,901,9.01063442
imu,902,9.01950868
imu,903,9.03151508
imu,904,9.04001125
imu,905,9.05012273
imu,906,9.06005989
imu,907,9.07053481
imu,908,9.07903812
imu,909,9.08989491
imu,910,9.10048429
imu,911,9.11043113
imu,912,9.11916681
imu,913,9.13046129
imu,914,9.14003249
imu,915,9.14851210
imu,916,9.15911000
imu,917,9.17013803
imu,918,9.17905290
imu,919,9.19094886
imu,920,9.20074118
imu,921,9.20834059
imu,922,9.22077672
imu,923,9.23038440
imu,924,9.23970179
imu,925,9.24978471
imu,926,9.25932490
imu,927,9.27098048
imu,928,9.28088401
imu,929,9.29127702
imu,930,9.30008020
imu,931,9.30919367
imu,932,9.32163202
imu,933,9.33042110
imu,934,9.34123629
imu,935,9.34982349
imu,936,9.36007465
imu,937,9.37043032
imu,938,9.38036235
imu,939,9.38996495
imu,940,9.40043078
imu,941,9.41077511
imu,942,9.41783634
imu,943,9.42984633
imu,944,9.43943207
imu,945,9.44892109
imu,946,9.46082223
imu,947,9.46979761
imu,948,9.47899691
imu,949,9.49029431
imu,950,9.49942996
imu,951,9.50948285
imu,952,9.52004609
imu,953,9.52950262
imu,954,9.54046928
imu,955,9.55158196
imu,956,9.55945945
imu,957,9.56952642
imu,958,9.58093756
imu,959,9.59016921
imu,960,9.59911477
imu,961,9.60933381
imu,962,9.62067738
imu,963,9.63113939
imu,964,9.64059911
imu,965,9.64998161
imu,966,9.65893317
imu,967,9.66873585
imu,968,9.68141849
imu,969,9.68998139
imu,970,9.69974167
imu,971,9.70895027
imu,972,9.71798943
imu,973,9.72932434
imu,974,9.74038005
imu,975,9.74998690
imu,976,9.76025409
imu,977,9.77077837
imu,978,9.78003388
imu,979,9.78981845
imu,980,9.80031574
imu,981,9.80990870
imu,982,9.81980127
imu,983,9.83026352
imu,984,9.83930007
imu,986,9.85895979
imu,987,9.87098633
imu,988,9.87965600
imu,989,9.88962460
imu,990,9.90025576
imu,991,9.91141136
imu,992,9.91937149
imu,993,9.93063077
imu,994,9.93886216
imu,995,9.95010174
imu,996,9.96069309
imu,997,9.97008427
imu,998,9.98050707
imu,999,9.99096604
imu,1000,9.99961105
imu,1001,10.01189630
imu,1002,10.02021006
imu,1003,10.02937554
imu,1004,10.04032719
imu,1005,10.05117682
imu,1006,10.06070816
imu,1007,10.07138017
imu,1008,10.07927530
imu,1009,10.08923004
imu,1010,10.10152655
imu,1011,10.10969851
imu,1012,10.12041987
imu,1013,10.12971069
imu,1014,10.14017290
imu,1015,10.15019685
imu,1016,10.15983227
imu,1017,10.16844008
imu,1018,10.17959968
imu,1019,10.18971435
imu,1020,10.20122236
imu,1021,10.20975843
imu,1022,10.21935295
imu,1023,10.22996360
imu,1024,10.24052550
imu,1025,10.24950344
imu,1026,10.26140508
imu,1027,10.27087125
imu,1028,10.28028435
imu,1029,10.28974910
imu,1030,10.29965176
imu,1031,10.31091261
imu,1032,10.32044504
imu,1033,10.32948672
imu,1034,10.34000424
imu,1035,10.35009875
imu,1036,10.35861949
imu,1037,10.36925424
imu,1038,10.37893947
imu,1039,10.38891069
imu,1040,10.39981903
imu,1041,10.41076091
imu,1042,10.42031952
imu,1043,10.42874034
imu,1044,10.44018627
imu,1045,10.45033566
imu,1046,10.46050833
imu,1047,10.47031072
imu,1048,10.47871877
imu,1049,10.49148663
imu,1050,10.50000764
imu,1051,10.51014039
imu,1052,10.51912955
imu,1053,10.52854968
imu,1054,10.54001229
imu,1055,10.55083853
imu,1056,10.56043824
imu,1057,10.57128427
imu,1058,10.58051574
imu,1059,10.59069390
imu,1060,10.60035934
imu,1061,10.61040130
imu,1062,10.61999264
imu,1063,10.62950791
imu,1064,10.64028764
imu,1065,10.64872378
imu,1066,10.65988271
imu,1067,10.67141775
imu,1068,10.68000380
imu,1069,10.68886098
imu,1070,10.70044966
imu,1071,10.71030162
imu,1072,10.71912940
imu,1073,10.73157982
imu,1074,10.74098722
imu,1075,10.75128723
imu,1076,10.75976898
imu,1077,10.76977429
imu,1078,10.77954941
imu,1079,10.79026509
imu,1080,10.79894054
imu,1081,10.80999818
imu,1082,10.82087642
imu,1083,10.82932615
imu,1084,10.84028881
imu,1085,10.84949084
imu,1086,10.86129207
imu,1087,10.87003504
imu,1088,10.88093002
imu,1089,10.88995501
imu,1090,10.89929688
imu,1091,10.90912823
imu,1092,10.91993866
imu,1093,10.93020362
imu,1094,10.94096484
imu,1095,10.94941421
imu,1096,10.96072606
imu,1097,10.97074838
imu,1098,10.98132370
imu,1099,10.98991315
imu,1100,10.99846402
imu,1101,11.00848155
imu,1102,11.01852954
imu,1103,11.02960866
imu,1104,11.03933271
imu,1105,11.05046846
imu,1106,11.06047380
imu,1107,11.06972846
imu,1108,11.07813391
imu,1109,11.09099675
imu,1110,11.10092130
imu,1111,11.11081199
imu,1112,11.11857945
imu,1113,11.12960490
imu,1114,11.14090631
imu,1115,11.15019287
imu,1116,11.15944756
imu,1117,11.16934647
imu,1118,11.18163177
imu,1119,11.18992502
imu,1120,11.20102072
imu,1121,11.20994746
imu,1122,11.22047386
imu,1123,11.23056926
imu,1124,11.23966872
imu,1125,11.25125407
imu,1126,11.26113173
imu,1127,11.27013517
imu,1128,11.27942170
imu,1129,11.28969473
imu,1130,11.30072009
imu,1131,11.31138752
imu,1132,11.32047012
imu,1133,11.32954533
imu,1134,11.34029821
imu,1135,11.34907546
imu,1136,11.36011258
imu,1137,11.37096818
imu,1138,11.37987580
imu,1139,11.39199619
imu,1140,11.40078870
imu,1141,11.41038984
imu,1142,11.42080736
imu,1143,11.42981640
imu,1144,11.43968158
imu,1145,11.44983358
imu,1146,11.45987934
imu,1147,11.46888334
imu,1148,11.48005896
imu,1149,11.48977429
imu,1150,11.50044735
imu,1151,11.50806971
imu,1152,11.51968885
imu,1153,11.53045701
imu,1154,11.53994705
imu,1155,11.55003965
imu,1156,11.55919614
imu,1157,11.56882342
imu,1158,11.58027217
imu,1159,11.58941563
imu,1160,11.60100617
imu,1161,11.61216620
imu,1162,11.61981511
imu,1163,11.63006720
imu,1164,11.64033478
imu,1165,11.65060844
imu,1166,11.65958839
imu,1167,11.67021862
imu,1168,11.67958312
imu,1169,11.69011782
imu,1170,11.69948816
imu,1171,11.71050516
imu,1172,11.71865705
imu,1173,11.73148026
imu,1174,11.73980483
imu,1175,11.74984739
imu,1176,11.76081290
imu,1177,11.76826784
imu,1178,11.77858406
imu,1179,11.79053758
imu,1180,11.80064236
imu,1181,11.81031714
imu,1183,11.82917926
imu,1184,11.84191264
imu,1185,11.85097501
imu,1186,11.85849432
imu,1187,11.87128428
imu,1188,11.87890935
imu,1189,11.89174106
imu,1190,11.90036912
imu,1191,11.91019878
imu,1192,11.92114740
imu,1193,11.92909363
imu,1194,11.93966157
imu,1195,11.94974648
imu,1196,11.95942558
imu,1197,11.97032338
imu,1198,11.98080752
imu,1199,11.98960687
imu,1200,11.99889801
imu,1201,12.01033811
imu,1202,12.02016988
imu,1203,12.02964926
imu,1204,12.03940628
imu,1205,12.05039888
imu,1206,12.06102130
imu,1207,12.07032256
imu,1208,12.08020326
imu,1209,12.08979773
imu,1210,12.09887527
imu,1211,12.11024004
imu,1212,12.12049962
imu,1213,12.12990641
imu,1214,12.13970692
imu,1215,12.15068151
imu,1216,12.16053507
imu,1217,12.16929057
imu,1218,12.18039735
imu,1219,12.18885384
imu,1220,12.20033594
imu,1221,12.21040591
imu,1222,12.22021673
imu,1223,12.23064084
imu,1224,12.23946623
imu,1225,12.24987388
imu,1226,12.25916145
imu,1227,12.27131954
imu,1228,12.28187669
imu,1229,12.28892509
imu,1230,12.29855424
imu,1231,12.30995112
imu,1232,12.32117200
imu,1233,12.32995033
imu,1234,12.33990831
imu,1235,12.34938031
imu,1236,12.36037389
imu,1237,12.37025518
imu,1238,12.38122786
imu,1239,12.39041902
imu,1240,12.39986090
imu,1241,12.41005071
imu,1242,12.42089471
imu,1243,12.43034343
imu,1244,12.44029694
imu,1245,12.45131188
imu,1246,12.45987209
imu,1247,12.47005287
imu,1248,12.48076753
imu,1249,12.49011737
imu,1250,12.50032903
imu,1251,12.51030109
imu,1252,12.51999844
imu,1253,12.53086133
imu,1254,12.53995494
imu,1255,12.55028093
imu,1256,12.55934258
imu,1257,12.56793885
imu,1258,12.58025330
imu,1259,12.59017911
imu,1260,12.60063508
imu,1261,12.61003909
imu,1262,12.62037337
imu,1263,12.62990788
imu,1264,12.64001592
imu,1265,12.64954171
imu,1266,12.65947568
imu,1267,12.67080279
imu,1268,12.67989757
imu,1269,12.68955480
imu,1270,12.69959973
imu,1271,12.70981048
imu,1272,12.72130860
imu,1273,12.73070738
imu,1274,12.74048553
imu,1275,12.74908331
imu,1276,12.76063282
imu,1277,12.77138428
imu,1278,12.78009028
imu,1279,12.79055101
imu,1280,12.80023481
imu,1281,12.81042076
imu,1282,12.82139093
imu,1283,12.83006639
imu,1284,12.83891318
imu,1285,12.84979218
imu,1286,12.85988489
imu,1287,12.87050825
imu,1288,12.88099423
imu,1289,12.89079578
imu,1290,12.89963141
imu,1291,12.91025615
imu,1292,12.91934995
imu,1293,12.92975667
imu,1294,12.93969134
imu,1295,12.95053488
imu,1296,12.95835869
imu,1297,12.96955655
imu,1298,12.97937317
imu,1299,12.99061978
imu,1300,13.00058782
imu,1301,13.01048962
imu,1302,13.02061025
imu,1303,13.02978044
imu,1304,13.04068730
imu,1305,13.04982255
imu,1306,13.06033873
imu,1307,13.07128939
